Archivo,Texto
4988,numer factor point ussr corn buy greater anticip competit price polit motiv spark soviet interest corn industri govern offici rumor circul grain market today soviet union purchas addit mln tonn corn industri govern sourc note number factor make soviet buy corn suppli concern trade sourc recent specul year soviet grain crop revis mln tonn mln announc therbi increas soviet grain drop argentin corn crop prospect affect soviet corn buy agricultur depart sourc dri weather argentina major corn supplier ussr report crop problem prompt usda lower argentin corn crop estim week mln tonn mln argentina corn export cut tonn mln tonn argentina commit mln tonn year corn export usda offici mln tonn book deliveri ussr signific downsid potenti exist argentin crop offici decreas amount addit corn countri sell moscow soviet greater think argentina provid april june period current competit price corn spark soviet buy corn report sell world market earlier week dlr tonn argentin corn dlr competit price spread soviet sourc price differ make american corn competit albert melnikov commerci counselor soviet union told reuter impend crop problem argentina price rise recent strong corn futur price soviet feel corn price bottom good time buy sourc final industri sourc buy minimum amount corn guarante grain agreement mln tonn soviet union hope convinc usda offer moscow subsidi wheat inteview reuter week usda secretari richard lyng decis made wheat subsidi offer offer rule
4990,desoto lt dso regular dividend set qtli div ct ct previous pay april record march
4991,method electron lt methb regular payout qtli div class ct ct prior class ct ct prior pay april record april
4993,brazil industri growth rate slow januari growth rate brazilian industri output slow januari pct month rise pct decemb brazilian geographi statist institut figur show result line declin trend growth rate octob institut month industri product pct month year calendar output pct biggest output rise month pct pharmaceut pct machineri
4998,gener cinema corp lt gcn common stock dividend qtli div ct ct prior pay april recrod april
4999,stephan lt ftc year net shr ct ct net rev
5,nation averag price reserv agricultur depart report reserv nation averag price februari cwt natl loan releas call avg level price price wheat iv vi corn iv rate natl loan releas call avg level price price oat barley iv sorghum iv reserv ii iii matur level iv reflect grain enter oct feedgrain juli wheat level level vi cover wheat enter januari rate cwt lb
50,america mortgag set special payout lt america feder guarante mortgag fund make special distribut ct exchang unit includ ct return capit ct incom gain
5001,plm lt plma unit end merger talk plm co plm power unit broke merger discuss sunlaw energi corp beverli hill calif januari plm power enter letter intent negoti potenti acquisit sunlaw subject substanti due dilig compani compani agre mutual satisfactori final term condit
5002,colombia open coffe registr colombia open coffe export registr april nation coffe grower feder set limit gilberto arango presid privat export associ told reuter decis put limit respond factor emerg recent intern coffe organis talk london produc consum fail agre export quota
5003,usda report mln acr conserv agricultur depart accept acr highli erod cropland conserv reserv program usda announc latest signup farmer farm submit bid total acr accept bid annual rental payment rang dlr acr averag dlr acr land enter conserv reserv program inelig farm ten year plant perman veget cover produc enrol acr corn base acreag conserv program advantag corn bonu rental payment offer usda corn bonu paid gener comod certif amount dlr bushel base asc program payment yield corn acr corn base accept reserv state show biggest enrol conserv program signup texa approxim mln acr iowa mln acr minnesota acr montana acr kansa acr state show big enrol missouri acr north dakota acr nebraska acr corn belt state illinoi indiana acr acr enrol farm land sign date conserv program total acr bid previou signup rang dlr acr averag dlr
5009,meat group file trade complaint american meat institut ame intend govern retali european commun meat inspect requir ame presid manli molpu industri file petit challeng korea ban meat product molpu told senat agricultur subcommitte ame livestock farm group intend file petit section gener agreement tariff trade ec direct effect april requir meat process plant compli fulli ec standard meat industri seek govern retali ec korean export complaint upheld
501,trader detail french cereal export request french oper friday request licenc export tonn free market maiz tonn free market barley soft wheat flour countri prefix daili droit commun rebat french trade sourc latest request maiz export switzerland austria lichtenstein maximum daili rebat prefix friday ecu tonn previou ecu daili rebat special daili rebat maiz set context commiss commit grant season rebat export tonn french maiz countri compens concess recent disput grain sale spain latest french request accept expect bring total french maiz export context tonn commiss thursday grant weekli rebat sale tonn free market maiz countri request barley export switzerland austria lichtenstein ceuta melilla unchang restitut ecu tonn request soft wheat flour export countri unchang ecu tonn
5012,corp lt mpr pay regular dividend qtrli ct ct prior pay record april
5013,aileen lt aee qtr jan loss shr loss ct loss ct net loss loss rev mln
5015,wolverin world wide lt www qtr loss shr loss ct profit ct net loss profit sale mln mln year shr loss dlr profit ct net loss profit sale mln mln note year result includ mln dlr restructur charg qtr
5017,export report tonn corn sold mexico export report tonn corn sold mexico
5018,hurco compani lt hurc qtr net shr profit ct loss ct net profit loss rev mln mln avg share
502,studi group urg increas oil reserv studi group unit state increas strateg petroleum reserv mln barrel deal present futur impact low oil price domest oil industri polici rais strateg reserv mln barrel present mln protect economi oversea embargo sharp price rise aspen institut humanist studi privat group call research oil explor develop techniqu predict price remain dlr barrel year rise mid import pct consumpt studi cite basic polici path nation protect industri import fee devic accept full econom benefit cheap oil group strongli back option benefit drawback move increas oil reserv explor develop research guard mitig risk increas import
